member,party,chamber,state,district,bioguide_id,entity_group,giver,recipient_committee,recipient_committee_id,amount_usd,date,cycle,kind,fec_sub_id,source_url,record_id
Sheila Cherfilus-McCormick,D,House,FL,20,C001127,ARI PAC,ARI PAC,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",C00677492,2500.00,2025-09-09,2026,PAC contribution,4022520261359193486,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8536
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-04-13,2026,individual contribution,4052920261511810117,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866743628,HM1072
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-04-14,2026,individual contribution,4052920261511810095,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866743620,HM1075
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-04-15,2026,individual contribution,4052920261511810099,https://docquery.fec.gov/cgi-bin/fecimg/?202604309866743622,HM1076
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,3500.00,2026-04-27,2026,individual contribution,4081120261570975915,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875662882,HM1106
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,1500.00,2026-04-27,2026,individual contribution,4081120261570975916,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875662883,HM1107
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-05-02,2026,individual contribution,4081120261570976016,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875662916,HM1146
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-05-02,2026,individual contribution,4081120261570976024,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875662919,HM1147
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-05-11,2026,individual contribution,4081120261570976081,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875662938,HM1214
Shelley Moore Capito,R,Senate,WV,,C001047,Anthropic employees,Anthropic employee,CAPITO FOR WEST VIRGINIA,C00539825,7000.00,2026-05-11,2026,individual contribution,4081120261570976099,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875662944,HM1215
Steve Daines,R,Senate,MT,,D000618,ARI PAC,ARI PAC,STEVE DAINES FOR MONTANA,C00491357,1000.00,2025-11-12,2026,PAC contribution,4022520261359193489,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8585
Steven Horsford,D,House,NV,4,H001066,Eric Schmidt,Eric Schmidt,NEVADANS FOR STEVEN HORSFORD,C00668228,3300.00,2023-06-06,2024,individual contribution,4072720231757584948,https://docquery.fec.gov/cgi-bin/fecimg/?202307149582820955,HM3446
Steven Horsford,D,House,NV,4,H001066,Eric Schmidt,Eric Schmidt,NEVADANS FOR STEVEN HORSFORD,C00668228,3300.00,2023-06-06,2024,individual contribution,4072720231757584946,https://docquery.fec.gov/cgi-bin/fecimg/?202307149582820955,HM3447
Steven Horsford,D,House,NV,4,H001066,Anthropic employees,Anthropic employee,NEVADANS FOR STEVEN HORSFORD,C00668228,2500.00,2026-01-19,2026,individual contribution,4051220261510106347,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862445725,HM944
Summer L. Lee,D,House,PA,12,L000602,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,SUMMER LEE FOR CONGRESS,C00791780,250.00,2025-05-19,2026,individual contribution,4081120251215788573,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=OPEN+PHILANTHROPY&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4081120251215788573,HM15405
Susie Lee,D,House,NV,3,L000590,Eric Schmidt,Eric Schmidt,SUSIE LEE FOR CONGRESS,C00655613,3300.00,2023-11-21,2024,individual contribution,4012420251135045724,https://docquery.fec.gov/cgi-bin/fecimg/?202501069740064736,HM3405
Susie Lee,D,House,NV,3,L000590,Eric Schmidt,Eric Schmidt,SUSIE LEE FOR CONGRESS,C00655613,2910.00,2024-10-24,2024,individual contribution,4012320251134644974,https://docquery.fec.gov/cgi-bin/fecimg/?202501079740079850,HM3174
Susie Lee,D,House,NV,3,L000590,Anthropic employees,Anthropic employee,SUSIE LEE FOR CONGRESS,C00655613,2500.00,2026-01-19,2026,individual contribution,4061020261521087848,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870244599,HM943
Susie Lee,D,House,NV,3,L000590,ARI PAC,ARI PAC,SUSIE LEE FOR CONGRESS,C00655613,1000.00,2026-03-26,2026,PAC contribution,4050120261498882169,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8627
Suzanne Bonamici,D,House,OR,1,B001278,ARI PAC,ARI PAC,BONAMICI FOR CONGRESS,C00500421,1000.00,2026-05-14,2026,PAC contribution,4062420261522644401,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8657
Sydney Kamlager-Dove,D,House,CA,37,K000400,ARI PAC,ARI PAC,SYDNEY KAMLAGER-DOVE FOR CONGRESS,C00795823,2500.00,2025-09-09,2026,PAC contribution,4022520261359193490,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8538
Tammy Baldwin,D,Senate,WI,,B001230,Emily Berger,Emily Berger,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2023-12-17,2024,individual contribution,4051420241923535885,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5475
Tammy Baldwin,D,Senate,WI,,B001230,Emily Berger,Emily Berger,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2023-12-17,2024,individual contribution,4051420241923535884,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5476
Tammy Baldwin,D,Senate,WI,,B001230,James McClave,James McClave,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2023-12-18,2024,individual contribution,4051420241923548532,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5234
Tammy Baldwin,D,Senate,WI,,B001230,James McClave,James McClave,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2023-12-18,2024,individual contribution,4051420241923548531,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5235
Tammy Baldwin,D,Senate,WI,,B001230,Eric Schmidt,Eric Schmidt,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2023-12-21,2024,individual contribution,4051420241923553786,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4051420241923553786,HM14495
Tammy Baldwin,D,Senate,WI,,B001230,Eric Schmidt,Eric Schmidt,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2023-12-21,2024,individual contribution,4051420241923553788,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4051420241923553788,HM14496
Tammy Baldwin,D,Senate,WI,,B001230,Wendy Schmidt,Wendy Schmidt,TAMMY BALDWIN FOR SENATE,C00326801,3300.00,2024-08-22,2024,individual contribution,4013120251139561648,https://docquery.fec.gov/cgi-bin/fecimg/?202501309748690160,HM4610
Ted Budd,R,Senate,NC,,B001305,ARI PAC,ARI PAC,TED BUDD FOR SENATE,C00614776,1000.00,2025-12-18,2026,PAC contribution,4022520261359193491,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8593
Ted Cruz,R,Senate,TX,,C001098,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,TED CRUZ FOR SENATE,C00492785,5000.00,2025-02-11,2026,individual contribution,4070420251207595587,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=OPEN+PHILANTHROPY&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4070420251207595587,HM15383
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2025-06-13,2026,individual contribution,4072520251211803766,https://docquery.fec.gov/cgi-bin/fecimg/?202507159763506839,HM710
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,1500.00,2025-06-13,2026,individual contribution,4072520251211803768,https://docquery.fec.gov/cgi-bin/fecimg/?202507159763506839,HM711
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,2000.00,2025-09-25,2026,individual contribution,4121220251298387263,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791524667,HM769
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2025-10-08,2026,individual contribution,4082820261595338122,https://docquery.fec.gov/cgi-bin/fecimg/?202608189899558454,HM787
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2025-10-08,2026,individual contribution,4082820261595338124,https://docquery.fec.gov/cgi-bin/fecimg/?202608189899558454,HM788
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2025-10-08,2026,individual contribution,4082820261595338232,https://docquery.fec.gov/cgi-bin/fecimg/?202608189899558490,HM789
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2025-10-08,2026,individual contribution,4082820261595338234,https://docquery.fec.gov/cgi-bin/fecimg/?202608189899558491,HM790
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2026-05-03,2026,individual contribution,4080220261540452408,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890097170,HM1159
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2026-05-03,2026,individual contribution,4080220261540452410,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890097170,HM1160
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2026-05-17,2026,individual contribution,4080120261540307327,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890098617,HM1249
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2026-05-17,2026,individual contribution,4080120261540307329,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890098617,HM1250
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2026-05-27,2026,individual contribution,4080120261540307246,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890098590,HM1344
Ted Lieu,D,House,CA,36,L000582,Anthropic employees,Anthropic employee,TED LIEU FOR CONGRESS,C00556506,3500.00,2026-05-27,2026,individual contribution,4080120261540307248,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890098590,HM1345
"Thomas H. Kean, Jr.",R,House,NJ,7,K000398,Anthropic employees,Jared Powell,KEAN FOR CONGRESS INC,C00703058,1500.00,2025-10-07,2026,individual contribution,4041520261435876960,https://docquery.fec.gov/cgi-bin/fecimg/?202604149857157546,HM786
Thomas Massie,R,House,KY,4,M001184,Anthropic employees,Anthropic employee,THOMAS MASSIE FOR CONGRESS,C00509729,3500.00,2026-03-14,2026,individual contribution,4050520261508265558,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857304673,HM1034
Thomas R. Suozzi,D,House,NY,3,S001201,James McClave,James McClave,SUOZZI FOR CONGRESS,C00607200,3300.00,2023-12-21,2024,individual contribution,4061820241961074792,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5224
Thomas R. Suozzi,D,House,NY,3,S001201,Emily Berger,Emily Berger,SUOZZI FOR CONGRESS,C00607200,3300.00,2023-12-21,2024,individual contribution,4061820241961074249,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5462
Thomas R. Suozzi,D,House,NY,3,S001201,Anthropic employees,Anthropic employee,SUOZZI FOR CONGRESS,C00607200,300.00,2024-02-04,2024,individual contribution,4061820241961079426,https://docquery.fec.gov/cgi-bin/fecimg/?202406139648990556,HM1586
Thomas R. Suozzi,D,House,NY,3,S001201,Eric Schmidt,Eric Schmidt,SUOZZI FOR CONGRESS,C00607200,3300.00,2024-02-12,2024,individual contribution,4061820241961077898,https://docquery.fec.gov/cgi-bin/fecimg/?202406139648990046,HM3360
Thomas R. Suozzi,D,House,NY,3,S001201,Eric Schmidt,Eric Schmidt,SUOZZI FOR CONGRESS,C00607200,3300.00,2024-02-12,2024,individual contribution,4061820241961077536,https://docquery.fec.gov/cgi-bin/fecimg/?202406139648989926,HM3361
Thomas R. Suozzi,D,House,NY,3,S001201,Eric Schmidt,Eric Schmidt,SUOZZI FOR CONGRESS,C00607200,3300.00,2024-02-12,2024,individual contribution,4061820241961077110,https://docquery.fec.gov/cgi-bin/fecimg/?202406139648989784,HM3362
Timothy M. Kennedy,D,House,NY,26,K000402,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,KENNEDY FOR CONGRESS,C00856526,3300.00,2023-12-06,2024,individual contribution,4050820241922040383,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=SCHMIDT+FUTURES&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4050820241922040383,HM13762
Timothy M. Kennedy,D,House,NY,26,K000402,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,KENNEDY FOR CONGRESS,C00856526,3300.00,2023-12-06,2024,individual contribution,4050820241922040527,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=SCHMIDT+FUTURES&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4050820241922040527,HM13763
Tom Barrett,R,House,MI,7,B001321,ANTHROPAC (Anthropic's PAC),ANTHROPAC,TOM BARRETT FOR CONGRESS,C00793976,2500.00,2026-06-29,2026,PAC contribution,4072920261539583677,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4072920261539583677,HM333
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-04-29,2026,individual contribution,4081120261570978892,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699504,HM1111
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-05-12,2026,individual contribution,4081120261570979341,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699653,HM1229
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-05-13,2026,individual contribution,4081120261570979369,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699663,HM1237
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-05-18,2026,individual contribution,4081120261570979549,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699723,HM1255
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-05-18,2026,individual contribution,4081120261570979553,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699724,HM1256
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-05-19,2026,individual contribution,4081120261570979619,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699746,HM1276
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-05-20,2026,individual contribution,4081120261570979663,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699761,HM1285
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-06-03,2026,individual contribution,4081120261570980330,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875699983,HM1405
Tom Cotton,R,Senate,AR,,C001095,Anthropic employees,Anthropic employee,"COTTON FOR SENATE, INC.",C00499988,3500.00,2026-06-22,2026,individual contribution,4081120261570981098,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875700239,HM1502
Tony Gonzales,R,House,TX,23,G000594,Anthropic employees,Anthropic employee,TONY GONZALES FOR CONGRESS,C00706614,3500.00,2026-02-23,2026,individual contribution,4051820261510617536,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857349300,HM1013
Troy A. Carter,D,House,LA,2,C001125,ARI PAC,ARI PAC,TROY CARTER FOR CONGRESS,C00763649,1000.00,2025-12-18,2026,PAC contribution,4022520261359193493,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8594
Troy Balderson,R,House,OH,12,B001306,ARI PAC,ARI PAC,BALDERSON FOR CONGRESS,C00662650,1000.00,2025-09-25,2026,PAC contribution,4022520261359193423,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8557
Troy Downing,R,House,MT,2,D000634,Eric Schmidt,Eric Schmidt,TROY DOWNING FOR CONGRESS,C00855288,7000.00,2025-08-01,2026,individual contribution,4010820261300484945,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791045833,HM3167
Valerie P. Foushee,D,House,NC,4,F000477,Anthropic employees,Anthropic employee,FOUSHEE FOR CONGRESS,C00794727,3500.00,2026-01-27,2026,individual contribution,4031320261423335845,https://docquery.fec.gov/cgi-bin/fecimg/?202602199834777399,HM970
Valerie P. Foushee,D,House,NC,4,F000477,Anthropic employees,Anthropic employee,FOUSHEE FOR CONGRESS,C00794727,3500.00,2026-01-27,2026,individual contribution,4031320261423335847,https://docquery.fec.gov/cgi-bin/fecimg/?202602199834777400,HM971
